# garg caseC [0/core/0] sandwich, S = a/h = 10 -- 3-D DISPLACEMENT recovery, Yu-2003 Eq. 65
# plate part u^2d from: ABAQUS RM-shell job garg_caseC_S10.dat  (harmonic fit residual 3.20e-08)
# stations: U1, U2 at x = 0 (cos peak); U3 at x = a/2 (sin peak)
# 
# U_1 = U - x3 (p W) + w1 ; U_2 = V + w2 ; U_3 = W + w3   (Kirchhoff
# composition -- the raw warping tilt carries the mean shear; z*phi
# would double-count it, see msgrm_warping_at_depth)
#   plate DOF amplitudes [U, V, W, F1, F2] = [0, 0, 0.000111333, -6.00244e-05, 0]
#   (rotations F1/F2 are fitted and recorded but the composition
#    needs only U, V, W; Abaqus map phi1 = UR2, phi2 = -UR1; the
#    rigid-body constants of the deck's pins are fitted out -- the
#    exact solution carries the zero-span-average gauge)
#   strain amplitudes Es = [0, 0, 0, 0.000188572, 0, 0]
#   warping arguments: E6,1 = p Es at x = 0 ; E6 = Es and
#   E6,11 = -p^2 Es at x = a/2
# 
# gauge check: <U1_exact> over the thickness = 1.853641e-08 vs plate u0 = 0.000000e+00
# 
# rel L2 errors vs exact 3-D [%]:  U1   1.2874   U2   0.0000 (U2_exact ~ 0: denominator floored at 1e-3 ||U1||)   U3   2.1728
# 
# columns: z[m]  U1_rec U1_exact  U2_rec U2_exact  U3_rec U3_exact  [m]
   3.000000e-02   -6.702269e-07   -6.909181e-07   -1.062769e-20    0.000000e+00    1.117528e-04    1.098234e-04
   3.100000e-02   -6.943196e-07   -7.159164e-07   -1.062769e-20    0.000000e+00    1.118295e-04    1.098378e-04
   3.200000e-02   -7.185471e-07   -7.409987e-07   -1.062769e-20    0.000000e+00    1.119085e-04    1.098524e-04
   3.300000e-02   -7.429131e-07   -7.661668e-07   -1.062769e-20    0.000000e+00    1.119897e-04    1.098671e-04
   3.400000e-02   -7.674212e-07   -7.914227e-07   -1.062769e-20    0.000000e+00    1.120731e-04    1.098821e-04
   3.500000e-02   -7.920754e-07   -8.167683e-07   -1.062769e-20    0.000000e+00    1.121588e-04    1.098972e-04
   3.600000e-02   -8.168792e-07   -8.422056e-07   -1.062769e-20    0.000000e+00    1.122467e-04    1.099125e-04
   3.700000e-02   -8.418363e-07   -8.677364e-07   -1.062769e-20    0.000000e+00    1.123369e-04    1.099281e-04
   3.800000e-02   -8.669506e-07   -8.933627e-07   -1.062769e-20    0.000000e+00    1.124293e-04    1.099438e-04
   3.900000e-02   -8.922257e-07   -9.190865e-07   -1.062769e-20    0.000000e+00    1.125240e-04    1.099596e-04
   4.000000e-02   -9.176653e-07   -9.449098e-07   -1.062769e-20    0.000000e+00    1.126209e-04    1.099757e-04
   4.000000e-02   -9.176653e-07   -9.449098e-07   -1.062769e-20    0.000000e+00    1.126209e-04    1.099757e-04
   4.012500e-02   -9.608476e-07   -9.874040e-07   -1.062769e-20    0.000000e+00    1.126214e-04    1.099757e-04
   4.025000e-02   -1.004038e-06   -1.029901e-06   -1.062769e-20    0.000000e+00    1.126218e-04    1.099757e-04
   4.037500e-02   -1.047236e-06   -1.072402e-06   -1.062769e-20    0.000000e+00    1.126222e-04    1.099757e-04
   4.050000e-02   -1.090442e-06   -1.114907e-06   -1.062769e-20    0.000000e+00    1.126227e-04    1.099757e-04
   4.062500e-02   -1.133656e-06   -1.157415e-06   -1.062769e-20    0.000000e+00    1.126231e-04    1.099757e-04
   4.075000e-02   -1.176877e-06   -1.199926e-06   -1.062769e-20    0.000000e+00    1.126235e-04    1.099757e-04
   4.087500e-02   -1.220107e-06   -1.242442e-06   -1.062769e-20    0.000000e+00    1.126239e-04    1.099757e-04
   4.100000e-02   -1.263345e-06   -1.284962e-06   -1.062769e-20    0.000000e+00    1.126242e-04    1.099756e-04
   4.112500e-02   -1.306590e-06   -1.327486e-06   -1.062769e-20    0.000000e+00    1.126246e-04    1.099756e-04
   4.125000e-02   -1.349844e-06   -1.370014e-06   -1.062769e-20    0.000000e+00    1.126250e-04    1.099756e-04
   4.137500e-02   -1.393106e-06   -1.412547e-06   -1.062769e-20    0.000000e+00    1.126253e-04    1.099755e-04
   4.150000e-02   -1.436376e-06   -1.455085e-06   -1.062769e-20    0.000000e+00    1.126257e-04    1.099755e-04
   4.162500e-02   -1.479653e-06   -1.497627e-06   -1.062769e-20    0.000000e+00    1.126260e-04    1.099754e-04
   4.175000e-02   -1.522939e-06   -1.540174e-06   -1.062769e-20    0.000000e+00    1.126263e-04    1.099754e-04
   4.187500e-02   -1.566234e-06   -1.582726e-06   -1.062769e-20    0.000000e+00    1.126266e-04    1.099753e-04
   4.200000e-02   -1.609536e-06   -1.625283e-06   -1.062769e-20    0.000000e+00    1.126269e-04    1.099753e-04
   4.212500e-02   -1.652847e-06   -1.667846e-06   -1.062769e-20    0.000000e+00    1.126272e-04    1.099752e-04
   4.225000e-02   -1.696165e-06   -1.710414e-06   -1.062769e-20    0.000000e+00    1.126274e-04    1.099751e-04
   4.237500e-02   -1.739492e-06   -1.752988e-06   -1.062769e-20    0.000000e+00    1.126277e-04    1.099751e-04
   4.250000e-02   -1.782828e-06   -1.795567e-06   -1.062769e-20    0.000000e+00    1.126279e-04    1.099750e-04
   4.262500e-02   -1.826171e-06   -1.838152e-06   -1.062769e-20    0.000000e+00    1.126281e-04    1.099749e-04
   4.275000e-02   -1.869523e-06   -1.880744e-06   -1.062769e-20    0.000000e+00    1.126284e-04    1.099748e-04
   4.287500e-02   -1.912883e-06   -1.923341e-06   -1.062769e-20    0.000000e+00    1.126286e-04    1.099747e-04
   4.300000e-02   -1.956252e-06   -1.965945e-06   -1.062769e-20    0.000000e+00    1.126288e-04    1.099746e-04
   4.312500e-02   -1.999629e-06   -2.008555e-06   -1.062769e-20    0.000000e+00    1.126290e-04    1.099745e-04
   4.325000e-02   -2.043014e-06   -2.051171e-06   -1.062769e-20    0.000000e+00    1.126291e-04    1.099744e-04
   4.337500e-02   -2.086408e-06   -2.093794e-06   -1.062769e-20    0.000000e+00    1.126293e-04    1.099743e-04
   4.350000e-02   -2.129810e-06   -2.136424e-06   -1.062769e-20    0.000000e+00    1.126294e-04    1.099742e-04
   4.362500e-02   -2.173221e-06   -2.179062e-06   -1.062769e-20    0.000000e+00    1.126296e-04    1.099741e-04
   4.375000e-02   -2.216640e-06   -2.221706e-06   -1.062769e-20    0.000000e+00    1.126297e-04    1.099740e-04
   4.387500e-02   -2.260068e-06   -2.264357e-06   -1.062769e-20    0.000000e+00    1.126298e-04    1.099738e-04
   4.400000e-02   -2.303504e-06   -2.307016e-06   -1.062769e-20    0.000000e+00    1.126299e-04    1.099737e-04
   4.412500e-02   -2.346949e-06   -2.349682e-06   -1.062769e-20    0.000000e+00    1.126300e-04    1.099736e-04
   4.425000e-02   -2.390403e-06   -2.392356e-06   -1.062769e-20    0.000000e+00    1.126301e-04    1.099734e-04
   4.437500e-02   -2.433865e-06   -2.435038e-06   -1.062769e-20    0.000000e+00    1.126302e-04    1.099733e-04
   4.450000e-02   -2.477336e-06   -2.477727e-06   -1.062769e-20    0.000000e+00    1.126302e-04    1.099731e-04
   4.462500e-02   -2.520815e-06   -2.520425e-06   -1.062769e-20    0.000000e+00    1.126303e-04    1.099730e-04
   4.475000e-02   -2.564303e-06   -2.563131e-06   -1.062769e-20    0.000000e+00    1.126303e-04    1.099728e-04
