y2 y3 S11 S22 S33 S23 S13 S12
4.895229695353172034e-04 7.373925673819713145e-02 1.001127115530483052e+07 -9.549280756578885019e+06 1.536906921731401235e+04 4.553983008065391914e+04 3.144221187137189918e+04 5.036672359039983712e+05
-4.895229695353173118e-04 7.373925673819714532e-02 1.001127115530409664e+07 -9.549280756579071283e+06 1.536906921725720167e+04 -4.553983008089969371e+04 -3.144221187018479031e+04 5.036672359041221789e+05
4.909093395555379690e-04 7.394809141956494580e-02 9.929937022649405524e+06 -9.553575943317681551e+06 8.144335647698026150e+03 4.547623285372531973e+04 3.135182225525853937e+04 4.904839169510097709e+05
-4.909093395555378606e-04 7.394809141956494580e-02 9.929937022648565471e+06 -9.553575943317892030e+06 8.144335647626779974e+03 -4.547623285395208222e+04 -3.135182225409184321e+04 4.904839169511504588e+05
4.919242283826099444e-04 7.410096901670863712e-02 9.874867247471133247e+06 -9.553223970843929797e+06 1.362968490268057212e+04 4.543463636770082667e+04 3.125452433492525597e+04 4.808365195286803064e+05
-4.919242283826100529e-04 7.410096901670865099e-02 9.874867247470244765e+06 -9.553223970844171941e+06 1.362968490249058232e+04 -4.543463636800792301e+04 -3.125452433382851814e+04 4.808365195288184914e+05
4.933105862019839319e-04 7.430980369807647923e-02 9.794006701412372291e+06 -9.557656044129081070e+06 6.398448388511314988e+03 4.537176362335822341e+04 3.116495168900100180e+04 4.676626027987176785e+05
-4.933105862019838235e-04 7.430980369807647923e-02 9.794006701411541551e+06 -9.557656044129280373e+06 6.398448388339485973e+03 -4.537176362365997193e+04 -3.116495168791103788e+04 4.676626027988369460e+05
4.943254750290559073e-04 7.446268129522018442e-02 9.739203419337455183e+06 -9.557460766222672537e+06 1.170609629736328498e+04 4.532803858316445985e+04 3.106228945131013461e+04 4.580223078496567323e+05
-4.943254750290559073e-04 7.446268129522018442e-02 9.739203419336693361e+06 -9.557460766222814098e+06 1.170609629733208567e+04 -4.532803858339801081e+04 -3.106228945045064756e+04 4.580223078497680253e+05
4.957118450492765645e-04 7.467151597658799878e-02 9.658784998527904972e+06 -9.562029278877798468e+06 4.466195700997021049e+03 4.526585083924109495e+04 3.097351452609234548e+04 4.448583890353459283e+05
-4.957118450492764561e-04 7.467151597658799878e-02 9.658784998527118936e+06 -9.562029278877925128e+06 4.466195700967684388e+03 -4.526585083947178646e+04 -3.097351452523727494e+04 4.448583890354549512e+05
4.967267338763486483e-04 7.482439356926588736e-02 9.604229682516863570e+06 -9.561986916097959504e+06 9.605061733235605061e+03 4.522002991818239389e+04 3.086552663860793109e+04 4.352256189631448942e+05
-4.967267338763486483e-04 7.482439356926590124e-02 9.604229682516083121e+06 -9.561986916098058224e+06 9.605061733253765851e+03 -4.522002991836616275e+04 -3.086552663801080780e+04 4.352256189632471651e+05
4.981130916957225273e-04 7.503322823843286415e-02 9.524222809378724545e+06 -9.566691406925369054e+06 2.354404339273925871e+03 4.515849465331632382e+04 3.077752149175112572e+04 4.220722561992061092e+05
-4.981130916957225273e-04 7.503322823843286415e-02 9.524222809377934784e+06 -9.566691406925424933e+06 2.354404339304659516e+03 -4.515849465348973172e+04 -3.077752149116599685e+04 4.220722561992944684e+05
4.991279760569746447e-04 7.518610583111073886e-02 9.469897364101288840e+06 -9.566798319673819467e+06 7.332989675080869347e+03 4.511058905004832195e+04 3.066423417203526333e+04 4.124474044591569109e+05
-4.991279760569747532e-04 7.518610583111075274e-02 9.469897364100443199e+06 -9.566798319673892111e+06 7.332989675013814121e+03 -4.511058905015671917e+04 -3.066423417166316722e+04 4.124474044592405553e+05
5.005143338763486322e-04 7.539494051247858097e-02 9.390272276025820524e+06 -9.571638306965406984e+06 6.954856754327192903e+01 4.504967027795400645e+04 3.057697811991466369e+04 3.993051150975262863e+05
-5.005143338763485238e-04 7.539494051247858097e-02 9.390272276024933904e+06 -9.571638306965479627e+06 6.954856747295707464e+01 -4.504967027806790429e+04 -3.057697811953887867e+04 3.993051150976108620e+05
5.015292227034206076e-04 7.554781810962227229e-02 9.336159075430287048e+06 -9.571890961158473045e+06 4.896055867573246360e+03 4.499972328091131931e+04 3.045843325606317012e+04 3.896885494532193406e+05
-5.015292227034207160e-04 7.554781810962228616e-02 9.336159075429407880e+06 -9.571890961158547550e+06 4.896055867447983474e+03 -4.499972328097168065e+04 -3.045843325592125257e+04 3.896885494532943121e+05
5.029155927236412648e-04 7.575665279099008664e-02 9.256886848890628666e+06 -9.576865959838740528e+06 -2.382133676294237375e+03 4.493938715035816131e+04 3.037190501105036674e+04 3.765578210906982422e+05
-5.029155927236412648e-04 7.575665279099010052e-02 9.256886848889850080e+06 -9.576865959838762879e+06 -2.382133676396682858e+03 -4.493938715041421528e+04 -3.037190501091455008e+04 3.765578210907494649e+05
